segment_id,total_score,level_text,accident_rate_score,road_shape_score,road_scale_score,intersection_score,traffic_volume_score,explanation,detail_description,detail_source,detail_source_ref,detail_updated_at,computed_at
SEG_000011,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000012,38.8,보통,0.0,65,70,60,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 60점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000013,32.8,보통,0.0,65,70,20,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000014,46.0,보통,0.0,70,80,100,20,"서비스 도로, 좁은 도로, 복잡한 교차로",이 구간은 서비스 도로(주차장 진입로 등)입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 80점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 20점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000015,37.5,보통,0.0,40,30,50,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 50점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000016,33.5,보통,0.0,50,50,40,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000017,35.5,보통,0.0,65,25,0,75,"고속도로 연결로, 넓은 도로, 교통량 많음",이 구간은 간선도로 진입/이탈 연결로입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 25점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000018,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000019,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로",이 구간은 보조간선도로(왕복 2~4차선)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000020,28.8,쉬움,0.0,45,40,0,55,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000021,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000022,29.0,쉬움,0.0,50,50,10,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000023,31.2,보통,0.0,50,50,25,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000024,37.5,보통,0.0,40,30,50,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 50점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000025,30.0,쉬움,0.0,40,30,0,70,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000026,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000027,29.0,쉬움,0.0,50,50,10,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000028,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000029,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000030,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000031,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000032,29.0,쉬움,0.0,50,50,10,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000033,41.0,보통,0.0,50,50,90,40,"집산도로, 복잡한 교차로",이 구간은 집산도로(지역 내 연결도로)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 90점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000034,45.0,보통,0.0,40,30,100,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000035,40.2,보통,0.0,65,70,70,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000036,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000037,28.8,쉬움,0.0,45,40,0,55,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000038,43.8,보통,0.0,45,40,100,55,"보조간선도로, 복잡한 교차로",이 구간은 보조간선도로(왕복 2~4차선)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000039,30.0,쉬움,0.0,40,30,0,70,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000040,33.2,보통,0.0,45,40,30,55,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000041,28.8,쉬움,0.0,45,40,0,55,보조간선도로,이 구간은 보조간선도로(왕복 2~4차선)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000042,38.0,보통,0.0,50,50,70,40,"집산도로, 복잡한 교차로",이 구간은 집산도로(지역 내 연결도로)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000043,38.8,보통,0.0,50,50,75,40,"집산도로, 복잡한 교차로",이 구간은 집산도로(지역 내 연결도로)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 75점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000044,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000045,28.0,쉬움,0.0,55,55,0,35,tertiary_link,이 구간은 집산도로 연결로입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000046,30.5,보통,0.0,50,50,20,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000047,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000048,42.5,보통,0.0,50,50,100,40,"집산도로, 복잡한 교차로",이 구간은 집산도로(지역 내 연결도로)입니다. 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000049,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000050,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000051,31.2,보통,0.0,65,70,10,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000052,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000053,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000054,32.0,보통,0.0,50,50,30,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000055,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000056,32.0,보통,0.0,50,50,30,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000057,37.5,보통,0.0,40,30,50,70,"주간선도로, 넓은 도로, 복잡한 교차로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 50점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000058,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000059,31.5,보통,0.0,40,30,10,70,"주간선도로, 넓은 도로, 교통량 많음",이 구간은 주간선도로(왕복 4차선 이상)입니다. 도로 폭이 넓어 주행이 비교적 수월합니다(규모점수 30점). 교통량이 많은 구간으로 혼잡이 예상됩니다(교통량점수 70점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000060,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000061,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000062,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000063,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000064,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000065,27.5,쉬움,0.0,50,50,0,40,집산도로,이 구간은 집산도로(지역 내 연결도로)입니다.,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000066,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000067,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000068,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000069,39.5,보통,0.0,65,70,65,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 65점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000070,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000071,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000072,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000073,35.8,보통,0.0,65,70,40,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000074,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000075,29.8,쉬움,0.0,65,70,0,25,"주거지역 도로, 좁은 도로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000076,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000077,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000078,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000079,43.2,보통,0.0,65,70,90,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 90점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000080,68.2,어려움,100.0,65,70,90,25,"주거지역 도로, 사고다발구간, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 90점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점). 사고 다발 구간으로 각별한 주의가 필요합니다(사고율점수 100점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
SEG_000081,44.8,보통,0.0,65,70,100,25,"주거지역 도로, 좁은 도로, 복잡한 교차로",이 구간은 주거지역 도로입니다. 도로 폭이 좁아 차선 변경이나 회피가 어려울 수 있습니다(규모점수 70점). 주변에 신호등이나 횡단보도가 많아 교차로가 복잡합니다(교차로점수 100점). 교통량이 적어 여유롭게 주행할 수 있습니다(교통량점수 25점).,LABELING_SCRIPT,labeling_difficulty.py,2026-02-16 01:31:58,2026-02-16 01:31:58
